Date,Open,High,Low,Close,Adj Close,Volume
2019-01-28,11.190000,11.490000,10.610000,10.700000,10.700000,937500
2019-01-29,10.500000,10.550000,9.750000,9.880000,9.880000,1265200
2019-01-30,9.890000,9.921000,9.120000,9.210000,9.210000,1234700
2019-01-31,9.090000,9.530000,8.880000,9.450000,9.450000,2517300
2019-02-01,9.540000,10.880000,9.400000,10.230000,10.230000,1714500
2019-02-04,10.300000,11.270000,10.300000,10.760000,10.760000,1245200
2019-02-05,10.900000,10.940000,10.020000,10.690000,10.690000,1415600
2019-02-06,11.010000,11.940000,10.010000,10.160000,10.160000,3706800
2019-02-07,10.280000,10.570000,10.000000,10.350000,10.350000,1285700
2019-02-08,10.450000,10.450000,9.810000,10.060000,10.060000,860800
2019-02-11,10.090000,10.300000,9.320000,9.410000,9.410000,801100
2019-02-12,9.490000,9.750000,9.330000,9.600000,9.600000,840000
2019-02-13,10.150000,11.100000,9.870000,11.000000,11.000000,2450400
2019-02-14,10.950000,12.170000,10.640000,11.690000,11.690000,2769300
2019-02-15,11.690000,11.690000,10.930000,11.310000,11.310000,1510300
2019-02-19,11.200000,11.430000,10.695000,11.130000,11.130000,1087600
2019-02-20,11.160000,12.605000,10.810000,12.360000,12.360000,1162200
2019-02-21,12.350000,13.310000,12.250000,12.920000,12.920000,2488900
2019-02-22,13.010000,14.320000,13.010000,14.020000,14.020000,1977000
2019-02-25,14.380000,15.000000,13.980000,13.980000,13.980000,1507300
2019-02-26,13.900000,14.830000,13.600000,14.700000,14.700000,1053600
2019-02-27,14.650000,14.660000,13.700000,13.800000,13.800000,967821
